transaction_id,customer_id,merchant_id,amount,currency,channel,status,created_at,route_id
T00000139,C008956,M00130,1528.38,INR,Card,SUCCESS,2026-05-24 06:45:48,R_IN_02
T00000140,C002350,M00476,1610.69,INR,Card,SUCCESS,2026-04-25 00:36:26,R_IN_02
T00000141,C012934,M00195,34.5,AED,Card,CANCELLED,2026-06-25 02:19:51,R_UAE_02
T00000142,C013939,M00223,1429.97,INR,Card,SUCCESS,2026-06-24 21:55:46,R_IN_01
T00000143,C005540,M00603,18.79,SGD,Wallet,SUCCESS,2026-06-17 22:00:57,R_SG_01
T00000144,C000713,M00404,668.58,INR,UPI,SUCCESS,2026-02-21 07:14:59,R_IN_01
T00000145,C000388,M00766,519.32,INR,UPI,SUCCESS,2026-02-23 15:21:28,R_IN_01
T00000146,C003983,M00188,5124.61,INR,Card,SUCCESS,2026-06-18 23:24:10,R_IN_02
T00000147,C007003,M00069,1120.11,INR,Card,SUCCESS,2026-04-01 07:46:22,R_IN_02
T00000148,C014390,M00195,59.18,AED,Bank Transfer,SUCCESS,2026-06-03 02:34:49,R_UAE_01
T00000149,C001662,M00749,1197.59,INR,Card,SUCCESS,2026-05-18 16:28:10,R_IN_02
T00000150,C005181,M00309,96.16,AED,Card,SUCCESS,2026-05-29 02:29:19,R_UAE_01
T00000151,C006537,M00245,2092.26,INR,Wallet,SUCCESS,2026-01-08 04:19:55,R_IN_01
T00000152,C002698,M00774,6.74,SGD,Wallet,SUCCESS,2026-04-07 21:31:02,R_SG_01
T00000153,C011237,M00859,4745.75,INR,UPI,CANCELLED,2026-06-12 17:55:01,R_IN_01
T00000154,C001773,M00329,22.31,SGD,Card,CANCELLED,2026-04-17 18:09:54,R_SG_02
T00000155,C002809,M00092,2394.39,INR,Card,DECLINED_FRAUD,2026-05-19 03:54:32,R_IN_02
T00000156,C010311,M00209,62.93,AED,Card,SUCCESS,2026-05-28 02:25:49,R_UAE_02
T00000157,C006624,M00208,2020.92,INR,UPI,SUCCESS,2026-02-02 22:27:02,R_IN_01
T00000158,C010471,M00424,2446.62,INR,Card,SUCCESS,2026-02-11 21:03:22,R_IN_01
T00000159,C014820,M00537,4005.48,INR,UPI,CANCELLED,2026-05-24 03:52:46,R_IN_02
T00000160,C010657,M00305,402.73,AED,Card,SUCCESS,2026-01-16 20:34:08,R_UAE_01
T00000161,C001564,M00118,3659.83,INR,Wallet,SUCCESS,2026-03-22 13:20:13,R_IN_01
T00000162,C008534,M00417,93.18,AED,Wallet,SUCCESS,2026-06-20 13:53:03,R_UAE_02
T00000163,C003791,M00557,80.68,SGD,Bank Transfer,SUCCESS,2026-05-01 00:31:33,R_SG_01
T00000164,C013292,M00056,499.6,INR,UPI,SUCCESS,2026-06-19 00:54:05,R_IN_01
T00000165,C004181,M00152,338.46,AED,Card,SUCCESS,2026-03-15 16:42:41,R_UAE_02
T00000166,C009025,M00805,1469.68,INR,Card,SUCCESS,2026-05-11 10:56:48,R_IN_01
T00000167,C004040,M00466,-2506.55,INR,Wallet,SUCCESS,2026-03-11 02:46:17,R_IN_01
T00000168,C009313,M00713,2825.97,INR,Card,SUCCESS,2026-01-31 22:11:47,R_IN_02
T00000169,C008710,M00591,2963.28,INR,Wallet,SUCCESS,2026-06-29 15:56:24,R_IN_01
T00000170,C009938,M00071,207.97,AED,Card,SUCCESS,2026-02-16 16:28:03,R_UAE_02
T00000171,C013249,M00749,1345.95,INR,UPI,SUCCESS,2026-02-18 04:40:15,R_IN_01
T00000172,C011567,M00966,11.52,SGD,Card,SUCCESS,2026-06-10 19:54:50,R_SG_01
T00000173,C000028,M00326,76.7,SGD,Card,SUCCESS,2026-06-04 22:03:41,R_SG_02
T00000174,C000174,M00310,730.55,INR,Bank Transfer,SUCCESS,2026-06-28 01:54:05,R_IN_02
T00000175,C000110,M00640,4151.61,INR,UPI,SUCCESS,2026-01-21 01:22:56,R_IN_02
T00000176,C002806,M00880,2845.37,INR,Wallet,SUCCESS,2026-01-27 23:58:56,R_IN_01
T00000177,C002162,M00452,23.91,SGD,Wallet,SUCCESS,2026-04-10 11:33:34,R_SG_02
T00000178,C008307,M00578,136.84,AED,Card,SUCCESS,2026-05-04 19:29:05,R_UAE_02
T00000179,C008760,M00083,1998.01,INR,UPI,DECLINED_FRAUD,2026-01-12 00:09:03,R_IN_02
T00000180,C011390,M00211,2763.03,INR,Wallet,DECLINED_FRAUD,2026-02-11 13:35:04,R_IN_02
T00000181,C014755,M00416,35.57,SGD,Bank Transfer,SUCCESS,2026-05-21 09:42:41,R_SG_02
T00000182,C000983,M00152,74.85,AED,Card,SUCCESS,2026-05-16 19:06:44,R_UAE_02
T00000183,C013527,M00460,2430.86,INR,Wallet,SUCCESS,2026-01-26 17:50:53,R_IN_01
T00000184,C007502,M00862,438.08,INR,UPI,SUCCESS,2026-06-22 04:03:02,R_IN_02
T00000185,C013695,M00807,3936.47,INR,UPI,DECLINED_FRAUD,2026-03-05 17:31:01,R_IN_01
T00000186,C011704,M00591,-1625.97,INR,Card,SUCCESS,2026-06-16 17:26:18,R_IN_02
T00000187,C009720,M00320,2411.91,INR,UPI,SUCCESS,2026-06-20 17:39:14,R_IN_01
T00000188,C010652,M00759,31.15,SGD,Card,SUCCESS,2026-04-17 22:02:28,R_SG_02
T00000189,C005076,M00064,705.5,INR,UPI,SUCCESS,2026-04-04 01:15:28,R_IN_02
T00000190,C009999,M00960,27.46,SGD,Card,SUCCESS,2026-03-09 23:27:50,R_SG_01
T00000191,C010064,M00939,1217.71,INR,UPI,CANCELLED,2026-06-05 11:07:04,R_IN_02
T00000192,C002057,M00249,4938.49,INR,UPI,SUCCESS,2026-02-20 15:55:26,R_IN_01
T00000193,C001937,M00064,2083.18,INR,Wallet,SUCCESS,2026-05-09 20:08:14,R_IN_02
T00000194,C004470,M00449,1840.39,INR,UPI,SUCCESS,2026-04-30 22:00:36,R_IN_01
T00000195,C001181,M00806,224.81,AED,Card,FAILED_TECHNICAL,2026-03-03 02:29:42,R_UAE_01
T00000196,C006033,M00749,1567.85,INR,Card,SUCCESS,2026-06-28 14:51:12,R_IN_01
T00000197,C008424,M00756,7.09,SGD,Card,SUCCESS,2026-06-10 20:26:52,R_SG_02
T00000198,C009438,M00722,29.5,SGD,Bank Transfer,SUCCESS,2026-01-07 10:21:35,R_SG_01
T00000199,C003657,M00301,107.57,AED,Card,SUCCESS,2026-04-05 07:16:32,R_UAE_01
T00000200,C006325,M00654,86.21,SGD,Card,SUCCESS,2026-03-25 19:40:16,R_SG_01
T00000201,C011235,M00301,54.93,AED,Bank Transfer,SUCCESS,2026-06-15 03:47:54,R_UAE_01
T00000202,C003196,M00034,1050.37,INR,Wallet,SUCCESS,2026-03-07 16:58:20,R_IN_01
T00000203,C012354,M00399,125.08,SGD,Card,SUCCESS,2026-06-30 04:28:40,R_SG_02
T00000204,C011044,M00377,0.0,SGD,Bank Transfer,SUCCESS,2026-02-21 01:30:44,R_SG_01
T00000205,C001062,M00420,3244.75,INR,Wallet,SUCCESS,2026-03-02 01:03:29,R_IN_02
T00000206,C013170,M00075,2263.74,INR,Card,SUCCESS,2026-05-15 14:10:04,R_IN_02
T00000207,C014054,M00386,136.8,AED,Card,SUCCESS,2026-02-12 20:42:55,R_UAE_02
T00000208,C002439,M00524,2429.69,INR,UPI,FAILED_TECHNICAL,2026-06-16 20:37:26,R_IN_02
T00000209,C001658,M00779,1320.95,INR,UPI,SUCCESS,2026-01-31 01:43:12,R_IN_01
T00000210,C014379,M00459,735.05,INR,Card,SUCCESS,2026-06-28 03:54:40,R_IN_01
T00000211,C002673,M00560,48.92,SGD,Wallet,SUCCESS,2026-06-14 23:28:13,R_SG_01
T00000212,C000524,M00439,134.42,AED,Wallet,SUCCESS,2026-06-09 22:29:56,R_UAE_02
T00000213,C008879,M00458,29.02,SGD,Bank Transfer,SUCCESS,2026-04-03 21:35:35,R_SG_02
T00000214,C006226,M00884,329.6,AED,Wallet,SUCCESS,2026-04-21 05:16:52,R_UAE_01
T00000215,C003001,M00183,102.96,SGD,Card,SUCCESS,2026-04-11 02:42:54,R_SG_01
T00000216,C005677,M00842,2513.96,INR,UPI,SUCCESS,2026-06-29 16:30:28,R_IN_01
T00000217,C001554,M00212,39.27,AED,Wallet,SUCCESS,2026-01-11 14:41:24,R_UAE_01
T00000218,C014428,M00515,784.64,INR,Card,SUCCESS,2026-03-29 20:03:45,R_IN_01
T00000219,C003084,M00094,362.76,AED,Wallet,CANCELLED,2026-06-26 01:35:28,R_UAE_01
T00000220,C003663,M00223,1790.64,INR,Wallet,DECLINED_FRAUD,2026-03-27 18:54:42,R_IN_01
T00000221,C013126,M00803,1534.65,INR,Wallet,SUCCESS,2026-04-01 21:00:53,R_IN_01
T00000222,C013294,M00458,6.57,SGD,Wallet,SUCCESS,2026-05-10 02:02:08,R_SG_02
T00000223,C011108,M00369,643.58,INR,UPI,SUCCESS,2026-06-18 12:20:58,R_IN_02
T00000224,C010463,M00075,2010.29,INR,Wallet,SUCCESS,2026-03-13 05:49:10,R_IN_01
T00000225,C012118,M00356,29.77,AED,Card,SUCCESS,2026-06-24 18:33:06,R_UAE_01
T00000226,C008572,M00202,5800.16,INR,Card,SUCCESS,2026-03-10 15:08:25,R_IN_01
T00000227,C004059,M00282,964.93,INR,UPI,SUCCESS,2026-06-06 21:43:18,R_IN_01
T00000228,C003921,M00684,1047.38,INR,Wallet,SUCCESS,2026-03-09 14:43:32,R_IN_01
T00000229,C008645,M00156,274.56,AED,Card,SUCCESS,2026-01-21 23:52:26,R_UAE_01
T00000230,C010885,M00487,2901.67,INR,Card,SUCCESS,2026-06-05 22:48:35,R_IN_02
T00000231,C001228,M00688,27.68,AED,Card,SUCCESS,2026-04-10 07:23:32,R_UAE_01
T00000232,C013699,M00403,77.04,AED,Card,SUCCESS,2026-03-31 08:22:15,R_UAE_02
T00000233,C010800,M00365,8.09,SGD,Card,SUCCESS,2026-04-07 22:33:53,R_SG_01
T00000234,C004542,M00310,2686.79,INR,UPI,SUCCESS,2026-05-07 11:43:54,R_IN_02
T00000235,C011056,M00388,3259.75,INR,Card,SUCCESS,2026-03-06 12:13:58,R_IN_01
T00000236,C001447,M00781,339.49,AED,Card,SUCCESS,2026-03-01 09:41:37,R_UAE_01
T00000237,C001210,M00079,9830.31,INR,Card,SUCCESS,2026-04-16 17:56:19,R_IN_01
T00000238,C008555,M00977,294.5,INR,Wallet,SUCCESS,2026-01-11 16:54:14,R_IN_01
T00000239,C013090,M00968,33.55,SGD,Bank Transfer,SUCCESS,2026-05-12 16:35:00,R_SG_02
T00000240,C007235,M00761,805.14,INR,UPI,SUCCESS,2026-06-07 08:55:10,R_IN_02
T00000241,C011687,M00287,20.27,AED,Card,SUCCESS,2026-05-24 23:10:50,R_UAE_02
T00000242,C003401,M00949,37.12,SGD,Bank Transfer,SUCCESS,2026-04-14 17:12:11,R_SG_02
T00000243,C001803,M00157,217.86,AED,Bank Transfer,SUCCESS,2026-04-30 10:34:57,R_UAE_02
T00000244,C013354,M00042,7414.31,INR,UPI,SUCCESS,2026-01-08 00:33:17,R_IN_01
T00000245,C001586,M00099,217.15,AED,Bank Transfer,SUCCESS,2026-06-19 17:32:09,R_UAE_02
T00000246,C005624,M00471,59.85,SGD,Card,CANCELLED,2026-04-28 18:21:39,R_SG_02
T00000247,C002043,M00120,2632.58,INR,Card,SUCCESS,2026-03-17 08:24:12,R_IN_01
T00000248,C008185,M00625,776.24,INR,UPI,SUCCESS,2026-03-12 17:05:45,R_IN_02
T00000249,C013019,M00815,53.68,AED,Card,SUCCESS,2026-05-14 23:12:18,R_UAE_02
T00000250,C010833,M00556,398.43,AED,Wallet,FAILED_TECHNICAL,2026-05-03 17:04:33,R_UAE_02
T00000251,C000718,M00262,62.6,SGD,Card,SUCCESS,2026-02-18 19:43:47,R_SG_02
T00000252,C014628,M00968,86.33,SGD,Card,SUCCESS,2026-04-03 14:06:23,R_SG_01
T00000253,C013579,M00607,49.91,SGD,Card,SUCCESS,2026-05-17 14:00:55,R_SG_02
T00000254,C002388,M00250,906.13,INR,Card,SUCCESS,2026-03-13 01:47:04,R_IN_01
T00000255,C006787,M00967,59.67,SGD,Card,SUCCESS,2026-04-20 15:27:44,R_SG_01
T00000256,C011400,M00254,4166.61,INR,Card,SUCCESS,2026-03-05 18:00:56,R_IN_01
T00000257,C002213,,31.57,SGD,Wallet,SUCCESS,2026-01-21 22:37:26,R_SG_01
T00000258,C010202,M00509,686.21,INR,UPI,SUCCESS,2026-03-30 22:57:32,R_IN_01
T00000259,C013273,M00311,38.01,SGD,Card,SUCCESS,2026-05-25 17:45:57,R_SG_01
T00000260,C003431,M00955,12.86,AED,Card,SUCCESS,2026-02-24 06:38:41,R_UAE_01
T00000261,C000302,M00470,4816.35,INR,Card,SUCCESS,2026-05-28 06:28:42,R_IN_02
T00000262,C010085,M00321,0.0,INR,UPI,SUCCESS,2026-05-16 07:18:57,R_IN_01
T00000263,C006265,M00026,567.2,INR,Card,SUCCESS,2026-04-20 18:17:12,R_IN_02
T00000264,C004939,M00690,2042.13,INR,Wallet,SUCCESS,2026-06-27 10:13:37,R_IN_02
T00000265,C006631,M00511,100.24,AED,Card,SUCCESS,2026-06-15 09:56:06,R_UAE_02
